bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,yr_built,sqft_above,sqft_basement,view,waterfront,yr_renovated,price
2,1.8,3838,6728,1.0,2,2,1966,2950,888,3,0,2005,1145648
5,3.2,2141,6829,1.0,3,4,1971,1827,314,4,0,0,845140
3,1.2,971,2060,2.0,3,1,1976,676,295,2,0,0,368268
1,3.6,3440,5293,2.0,3,1,2004,2940,500,4,0,0,1118354
1,3.5,1046,2005,1.5,3,8,1981,870,176,2,0,0,519325
4,1.6,4097,12359,2.0,1,7,2009,3298,799,3,0,0,1325256
2,3.4,3325,10882,2.0,2,8,1977,2520,805,3,0,1998,1144556
4,3.4,4223,6556,1.0,2,4,1977,3364,859,4,0,0,1408255
3,2.9,863,1373,2.0,4,6,1974,400,463,2,0,0,491734
4,2.1,2666,10014,2.0,1,3,1975,2452,214,2,0,2012,867360
6,1.8,3809,6411,1.5,4,8,2020,2954,855,1,0,0,1238519
1,1.7,1045,3903,1.0,3,4,1966,400,645,0,0,2007,372910
1,2.0,3740,7743,2.0,4,3,1956,3144,596,1,0,0,1128482
5,3.7,2436,8160,2.0,3,4,2005,1743,693,3,0,0,904059
5,1.2,1462,3325,1.0,3,6,2013,1131,331,4,0,0,685167
3,3.5,3505,12782,1.5,2,7,1969,3378,127,2,0,0,1164562
6,2.0,4306,13999,1.0,2,7,1987,4038,268,1,0,0,1338649
2,2.6,1382,3461,2.0,2,4,2007,832,550,4,0,0,587843
4,3.4,4340,7337,1.5,2,8,1965,3806,534,4,0,0,1467741
3,3.7,1370,4564,2.0,2,7,2000,617,753,0,0,0,553778
5,2.0,3485,10602,1.0,1,2,1976,3120,365,2,0,2008,1097739
4,2.4,1365,2057,1.0,2,8,2000,747,618,4,0,0,647210
5,2.2,4809,7326,1.0,4,9,1965,4462,347,2,0,0,1559181
4,1.0,3703,13041,1.0,3,5,2009,3562,141,1,0,0,1143531
2,1.9,3397,7298,1.0,2,4,1989,3253,144,4,0,0,1091295
3,2.4,2744,8479,1.5,1,4,2016,1953,791,4,0,0,951965
4,2.2,518,1365,1.0,4,4,1951,400,118,1,0,0,355638
6,3.2,1141,4174,1.5,4,6,1997,700,441,2,0,2002,589398
1,2.2,3583,13588,1.0,3,4,2001,2881,702,2,0,0,1091230
6,2.5,829,3309,1.5,4,7,1973,540,289,4,0,0,568977
6,2.3,1365,2571,2.0,4,7,1951,675,690,1,0,1991,604336
1,3.2,1273,4655,2.0,4,5,2014,1162,111,3,0,2001,556921
6,3.6,4987,10797,2.0,4,5,1969,4774,213,2,0,0,1577272
4,2.6,2854,8496,1.0,1,8,1983,2205,649,3,0,0,1021218
4,3.4,3838,10609,1.5,3,7,1990,2953,885,4,0,0,1341789
4,1.9,4018,6207,1.5,2,7,1990,3819,199,3,0,0,1319157
1,2.6,3442,13189,1.5,4,6,1972,3038,404,3,0,2016,1147728
6,2.0,3067,5201,2.0,1,7,1987,2647,420,2,0,0,1082811
1,2.2,2174,7001,1.5,3,7,1993,2168,6,4,0,0,822716
4,3.2,3183,11021,1.5,2,2,2016,2326,857,3,1,0,1209404
6,3.6,3880,13534,1.5,3,2,2011,3356,524,2,0,0,1253026
6,1.4,1239,2278,2.0,1,7,1961,648,591,3,0,0,592364
5,2.9,2045,5355,2.0,1,7,1979,1760,285,2,0,0,800958
5,2.7,2759,9859,1.0,1,7,2014,2089,670,4,1,0,1155557
2,1.4,1635,3689,1.0,4,5,1990,1247,388,1,0,0,607317
3,1.6,1373,3665,2.0,1,1,1969,958,415,2,0,0,490139
5,1.9,2800,6109,2.0,2,2,1955,2017,783,2,0,0,930350
1,1.5,1251,3326,1.0,4,9,1953,539,712,3,0,0,579561
5,1.7,1353,5032,1.0,3,8,1959,1204,149,4,0,0,639678
2,1.8,4232,11163,2.0,2,8,2000,3273,959,0,0,1990,1324073
6,2.0,2783,8042,2.0,4,1,1987,2356,427,0,0,0,910578
2,3.2,1829,4590,1.0,1,6,1950,1022,807,1,0,0,644762
6,2.7,977,2589,1.5,3,9,1957,685,292,4,0,0,610655
6,4.0,3226,4961,2.0,1,8,2012,2893,333,2,0,0,1140311
3,2.2,3591,7933,2.0,2,3,1982,3320,271,0,0,0,1064109
5,3.3,4730,12257,2.0,2,4,1964,4688,42,1,0,0,1460599
1,3.6,1769,5456,2.0,4,3,1980,1302,467,4,0,0,721939
1,3.0,4681,12288,1.0,2,6,1970,4363,318,1,0,0,1414952
4,2.2,3103,7275,2.0,3,9,1952,2612,491,0,0,0,1027864
6,3.3,1969,4863,1.0,4,8,2015,1443,526,3,0,0,857405
1,1.6,877,1846,2.0,3,4,1984,400,477,3,0,0,447950
3,2.0,2180,8308,1.0,1,2,1990,2009,171,4,0,0,761631
6,2.6,741,2078,2.0,3,8,2008,400,341,1,0,0,449383
3,2.7,1419,2176,1.0,3,8,1965,771,648,2,0,0,584339
1,1.1,569,881,1.5,2,6,2005,400,169,0,0,0,288145
1,3.8,4424,17396,1.0,1,8,1994,3686,738,3,0,0,1451106
4,3.1,2586,5310,2.0,2,9,2008,2543,43,3,0,0,989280
1,2.5,2507,8809,2.0,1,1,1999,1976,531,1,0,1990,749825
6,3.8,1300,2139,2.0,1,9,1961,670,630,3,0,0,698157
6,2.3,3279,12469,1.5,3,2,1961,2826,453,1,1,0,1230930
6,3.9,1255,4625,1.0,2,1,1982,510,745,0,0,0,472776
4,2.5,2495,7304,2.0,3,8,1998,1526,969,1,0,0,900258
4,1.3,1821,2772,2.0,3,8,1970,942,879,3,0,0,760890
1,3.3,2830,6069,2.0,3,4,2009,1940,890,1,0,2009,929962
2,3.0,609,1532,2.0,1,8,2001,400,209,3,0,0,419513
2,3.3,1516,4017,2.0,2,7,2003,669,847,4,0,0,717607
4,3.9,4365,9795,1.5,2,2,1988,3498,867,3,0,0,1346099
1,3.3,524,829,2.0,3,5,1998,400,124,3,0,2002,333451
2,2.8,3338,9931,2.0,1,4,2013,3256,82,3,0,2014,1091159
1,3.6,1237,3476,2.0,2,3,1975,695,542,4,0,0,589010
1,3.0,679,1498,2.0,4,1,2020,400,279,2,0,2021,356312
1,2.2,731,1165,1.0,2,5,1956,400,331,3,0,0,360046
5,3.7,2417,9635,1.0,3,8,2021,2184,233,2,0,0,972527
6,1.7,842,2277,1.0,4,9,2011,400,442,0,0,0,455944
1,3.1,3123,10587,1.0,1,7,1973,2872,251,1,0,0,983895
5,3.6,954,2509,2.0,4,1,1989,400,554,2,0,2020,453225
4,3.2,4884,7853,2.0,4,1,1996,4120,764,0,0,0,1450923
2,3.1,2776,6312,1.0,3,1,1957,2328,448,1,0,0,887940
6,3.3,1095,2518,1.5,2,2,2003,857,238,3,0,0,519651
2,2.4,4374,15728,2.0,1,1,1958,3885,489,3,0,2005,1334736
6,3.6,4997,15668,2.0,4,4,1952,4116,881,3,0,2005,1596060
2,1.6,3169,6935,1.5,3,9,2003,2706,463,4,0,0,1118325
6,1.4,2635,10327,2.0,2,4,1970,1695,940,4,0,0,968483
2,1.9,4464,10284,1.5,4,4,1997,4151,313,4,0,0,1441481
2,2.6,2065,8250,1.0,3,7,1996,1891,174,4,0,0,791034
2,2.5,808,3224,1.0,3,9,2017,400,408,0,0,0,398182
2,3.5,842,1665,1.0,3,7,2012,663,179,0,0,0,390818
4,2.2,935,2133,1.0,1,1,1965,400,535,3,0,0,400867
1,2.5,676,1835,2.0,2,1,1954,400,276,1,0,0,268641
3,1.0,638,2016,2.0,4,4,1960,400,238,4,0,0,398741
5,2.2,693,1954,1.5,2,4,1978,479,214,1,0,0,340381
3,2.9,3757,14740,1.5,2,1,2019,2772,985,0,0,2015,1081991
3,1.0,3735,12362,1.0,4,6,1997,3021,714,4,0,0,1232198
6,1.8,1442,2927,2.0,2,2,1964,681,761,0,0,0,499931
1,1.6,4379,7719,2.0,1,5,1983,3506,873,0,0,0,1286791
6,1.1,3613,11637,1.0,4,8,2009,2845,768,2,0,0,1199339
1,2.4,3462,6564,1.0,4,3,2011,3388,74,0,0,0,1004475
1,1.5,1453,5040,2.0,3,9,1951,1110,343,3,1,0,828452
2,3.2,1802,4104,1.5,2,7,1968,1089,713,0,0,0,609362
4,3.5,3881,8993,1.5,4,9,1998,3740,141,4,0,0,1379140
2,2.6,3380,5161,2.0,4,1,1977,2663,717,3,0,0,1085536
4,3.9,2687,8739,1.5,1,5,1997,2489,198,0,0,0,878586
6,2.4,1045,1863,1.0,3,3,1986,400,645,3,0,0,489053
4,2.5,2427,8329,1.0,4,4,1998,2257,170,0,0,0,831879
6,4.0,4652,12698,1.5,1,4,1997,4247,405,3,0,2009,1536516
3,1.7,504,1744,2.0,4,7,1978,400,104,1,0,0,328340
3,3.8,3981,11783,2.0,4,8,2009,3754,227,2,0,2006,1316276
4,1.1,3753,6402,2.0,4,5,1978,3343,410,3,0,0,1245634
4,2.3,1862,6357,2.0,1,7,2007,911,951,4,0,0,768513
6,1.2,2320,3884,1.5,2,3,1997,1423,897,2,0,2017,813096
2,3.2,3163,8529,2.0,4,3,1972,2229,934,2,0,0,1040210
6,2.8,3438,6638,2.0,4,3,1976,2748,690,0,0,2015,1086746
2,3.1,1773,5994,1.0,2,4,1956,896,877,3,0,0,681126
3,2.1,3826,14458,1.5,4,6,1998,3040,786,2,0,0,1237816
1,2.1,4159,12000,2.0,3,5,2003,4098,61,4,0,0,1313988
4,1.1,3445,9707,2.0,4,8,2017,3119,326,4,0,0,1188762
2,2.0,3518,11996,1.0,3,5,1991,2803,715,4,0,2003,1170736
6,3.8,1631,2467,1.5,2,5,2008,669,962,0,0,0,622570
3,2.1,3136,11899,2.0,1,2,1993,2178,958,1,0,0,1018935
2,3.5,3529,7035,1.5,2,5,1975,2651,878,3,0,0,1168290
6,3.5,3519,13936,2.0,4,7,1972,3387,132,2,0,0,1181222
4,2.1,4877,16292,1.0,3,2,1957,4294,583,3,0,0,1430945
4,2.9,3659,12570,2.0,1,6,2002,3070,589,2,0,0,1213545
5,1.3,753,2364,1.5,4,7,1963,565,188,0,0,0,388073
1,1.3,828,2218,1.5,1,5,2020,473,355,3,0,0,429957
5,1.1,3091,9053,1.0,1,9,1956,3021,70,0,0,0,994570
3,2.7,3330,5381,1.0,4,4,1958,3068,262,0,0,0,1027438
2,2.3,3544,10844,2.0,2,1,1952,3239,305,3,0,2010,1113202
